bodyPart,equipment,gifUrl,id,name,target,secondaryMuscles/0,secondaryMuscles/1,instructions/0,instructions/1,instructions/2,instructions/3,instructions/4,instructions/5,secondaryMuscles/2,instructions/6,instructions/7,secondaryMuscles/3,instructions/8,secondaryMuscles/4,instructions/9,secondaryMuscles/5,instructions/10
upper arms,barbell,https://v2.exercisedb.io/image/1hQ9x4HX7ano3m,0065,barbell one arm floor press,triceps,chest,shoulders,Lie flat on your back on the floor with your knees bent and feet flat on the ground.,"Hold the barbell with one hand, palm facing up, and extend your arm straight up over your chest.","Slowly lower the barbell towards your chest, keeping your elbow close to your body.","Pause for a moment at the bottom, then push the barbell back up to the starting position.","Repeat for the desired number of repetitions, then switch arms.",,,,,,,,,,
upper legs,barbell,https://v2.exercisedb.io/image/TU5Kc7PmOg4Kbo,0066,barbell one arm side deadlift,glutes,hamstrings,quadriceps,"Stand with your feet shoulder-width apart, holding a barbell in one hand with an overhand grip.",Keep your back straight and your core engaged.,"Bend at the hips and lower the barbell towards the outside of your leg, keeping your arm straight and your chest up.",Lower the barbell as far as you can while maintaining good form.,"Pause for a moment, then slowly return to the starting position.","Repeat for the desired number of repetitions, then switch sides.",lower back,,,,,,,,
shoulders,barbell,https://v2.exercisedb.io/image/jxV-DC8zgCTEqQ,0067,barbell one arm snatch,delts,traps,forearms,"Stand with your feet shoulder-width apart, toes pointing slightly outwards.","Hold the barbell with an overhand grip, hands slightly wider than shoulder-width apart.","Bend your knees and lower your hips into a squat position, keeping your back straight and chest up.","Explosively extend your hips, knees, and ankles, driving the barbell upwards.","As the barbell reaches chest level, pull it upwards with your arm, keeping it close to your body.","Rotate your elbow under the barbell and extend your arm fully overhead, locking out your elbow.",core,Lower the barbell back down to the starting position in a controlled manner.,"Repeat for the desired number of repetitions, then switch arms.",,,,,,
upper legs,barbell,https://v2.exercisedb.io/image/uMagnRPkdgsumW,0068,barbell one leg squat,quads,glutes,hamstrings,Stand with your feet shoulder-width apart and hold a barbell across your upper back.,"Lift one foot off the ground and extend it forward, keeping it parallel to the ground.","Bend your standing leg and lower your body down as if sitting back into a chair, keeping your chest up and your back straight.","Lower yourself until your thigh is parallel to the ground, then push through your heel to return to the starting position.","Repeat for the desired number of repetitions, then switch legs and repeat.",,calves,,,,,,,,
upper legs,barbell,https://v2.exercisedb.io/image/yF0hJtK2OllNFp,0069,barbell overhead squat,quads,glutes,hamstrings,Stand with your feet shoulder-width apart and toes slightly turned out.,"Hold the barbell with a wide grip, positioning it overhead with your arms fully extended.","Engage your core and lower your body down into a squat position, keeping your chest up and knees tracking over your toes.","Pause for a moment at the bottom, then push through your heels to return to the starting position.",Repeat for the desired number of repetitions.,,calves,,,core,,,,,
lower arms,barbell,https://v2.exercisedb.io/image/t0FbvEEv0O7zgQ,1411,barbell palms down wrist curl over a bench,forearms,biceps,brachialis,"Sit on a bench with your feet flat on the ground and your forearms resting on your thighs, palms facing down.","Hold a barbell with an overhand grip, hands shoulder-width apart.","Lower the barbell towards the ground by flexing your wrists, keeping your forearms stationary.","Pause for a moment at the bottom, then slowly raise the barbell back up by extending your wrists.",Repeat for the desired number of repetitions.,,,,,,,,,,
lower arms,barbell,https://v2.exercisedb.io/image/MASH24WRX3M7PG,1412,barbell palms up wrist curl over a bench,forearms,biceps,shoulders,"Sit on a bench with your feet flat on the ground and hold a barbell with an underhand grip, palms facing up.","Rest your forearms on the bench, allowing your wrists to hang off the edge.","Keeping your forearms stationary, exhale and curl your wrists upwards as far as possible.","Hold the contracted position for a brief pause, then inhale and slowly lower the barbell back to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,,
back,barbell,https://v2.exercisedb.io/image/NOnVhJIPqV-4HR,3017,barbell pendlay row,upper back,biceps,forearms,Stand with your feet shoulder-width apart and your knees slightly bent.,"Bend forward at the hips, keeping your back straight and your chest up.","Grasp the barbell with an overhand grip, slightly wider than shoulder-width apart.","Pull the barbell towards your upper abdomen, squeezing your shoulder blades together.",Lower the barbell back down to the starting position.,Repeat for the desired number of repetitions.,,,,,,,,,
upper arms,barbell,https://v2.exercisedb.io/image/NJ2qxS6A6f3Hm1,1751,barbell pin presses,triceps,shoulders,,Set up a barbell on a power rack at chest height.,"Stand facing the barbell and position yourself underneath it, with your feet shoulder-width apart.","Grip the barbell with an overhand grip, slightly wider than shoulder-width apart.","Lift the barbell off the rack and hold it directly above your chest, with your arms fully extended.","Lower the barbell down towards your chest, keeping your elbows tucked in close to your body.",Pause for a moment when the barbell touches your chest.,,"Push the barbell back up to the starting position, fully extending your arms.",Repeat for the desired number of repetitions.,,,,,,
upper arms,barbell,https://v2.exercisedb.io/image/dAvCIUQSU2u6V1,0070,barbell preacher curl,biceps,forearms,,Sit on a preacher bench with your upper arms resting on the pad and your chest against the support.,"Grasp the barbell with an underhand grip, slightly wider than shoulder-width apart.","Keeping your upper arms stationary, exhale and curl the barbell up towards your shoulders.","Pause for a moment at the top, squeezing your biceps.",Inhale and slowly lower the barbell back down to the starting position.,Repeat for the desired number of repetitions.,,,,,,,,,
waist,barbell,https://v2.exercisedb.io/image/G94GPVt0MoAN1K,0071,barbell press sit-up,abs,shoulders,chest,Lie flat on your back on a mat with your knees bent and feet flat on the ground.,"Hold the barbell with an overhand grip, resting it on your chest.","Engaging your abs, slowly lift your upper body off the ground, curling forward until your torso is at a 45-degree angle.","Pause for a moment at the top, then slowly lower your upper body back down to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,,
upper arms,barbell,https://v2.exercisedb.io/image/nCZ7YsAUQoaCB6,0072,barbell prone incline curl,biceps,forearms,,Set up an incline bench at a 45-degree angle.,Lie face down on the bench with your chest and stomach resting against it.,"Hold a barbell with an underhand grip, shoulder-width apart.","Extend your arms fully, allowing the barbell to hang down towards the floor.","Keeping your upper arms stationary, exhale and curl the weights while contracting your biceps.",Continue to raise the barbell until your biceps are fully contracted and the bar is at shoulder level.,,Hold the contracted position for a brief pause as you squeeze your biceps.,Inhale and slowly begin to lower the barbell back to the starting position.,,Repeat for the desired number of repetitions.,,,,
back,barbell,https://v2.exercisedb.io/image/VX20Ozs7lHYkcg,0073,barbell pullover,lats,chest,triceps,Lie flat on a bench with your head at one end and your feet on the floor.,Hold a barbell with a shoulder-width grip and extend your arms straight above your chest.,"Keeping your arms straight, lower the barbell behind your head in a controlled manner until you feel a stretch in your lats.","Pause for a moment, then raise the barbell back to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,,
back,barbell,https://v2.exercisedb.io/image/NdBcLVljwPaHOh,0022,barbell pullover to press,lats,triceps,chest,Lie flat on a bench with your head at one end and your feet on the ground.,Hold the barbell with a pronated grip (palms facing away from you) and extend your arms straight above your chest.,"Keeping your arms straight, lower the barbell behind your head in an arc-like motion until you feel a stretch in your lats.","Pause for a moment, then reverse the motion and press the barbell back to the starting position above your chest.",Repeat for the desired number of repetitions.,,shoulders,,,,,,,,
